Record Date,Statement Fiscal Year,Restatement Flag,Agency Name,Gross Cost (in Billions),Earned Revenue (in Billions),Subtotal (in Billions),Change in Assumptions (in Billions),Net Cost (in Billions),Fiscal Year,Calendar Year
2003-09-30,2003,N,Federal Deposit Insurance Corporation,-0.2,0.2,null,null,-0.4,2003,2003
2003-09-30,2003,N,National Credit Union Administration,0.2,0.5,null,null,-0.3,2003,2003
2003-09-30,2003,N,Pension Benefit Guaranty Corporation,12.3,1.2,null,null,11.1,2003,2003
2003-09-30,2003,N,Railroad Retirement Board,9.6,null,null,null,9.6,2003,2003
2003-09-30,2003,N,Tennessee Valley Authority,8.2,7,null,null,1.2,2003,2003
2003-09-30,2003,N,United States Postal Service,81.5,67.6,null,null,13.9,2003,2003
2003-09-30,2003,N,All other entities,32.1,1.2,null,null,30.9,2003,2003
2003-09-30,2003,N,Total,2650.3,164.8,null,null,2485.5,2003,2003
2003-09-30,2002,Y,Department of Agriculture,80.5,9.6,null,null,70.9,2003,2003
2003-09-30,2002,Y,Department of Commerce,7.4,1.2,null,null,6.2,2003,2003
2003-09-30,2002,Y,Department of Defense,420.4,13.9,null,null,406.5,2003,2003
2003-09-30,2002,Y,Department of Education,49.9,4.8,null,null,45.1,2003,2003
2003-09-30,2002,Y,Department of Energy,-3,4.8,null,null,-7.8,2003,2003
2003-09-30,2002,Y,Department of Health and Human Services,499.9,27,null,null,472.9,2003,2003
2003-09-30,2002,Y,Department of Homeland Security,null,null,null,null,null,2003,2003
2003-09-30,2002,Y,Department of Housing and Urban Development,36.3,2.2,null,null,34.1,2003,2003
2003-09-30,2002,Y,Department of the Interior,15,0.7,null,null,14.3,2003,2003
2003-09-30,2002,Y,Department of Justice,29.5,2.3,null,null,27.2,2003,2003
2003-09-30,2002,Y,Department of Labor,64.7,null,null,null,64.7,2003,2003
2003-09-30,2002,Y,Department of State,10.9,0.9,null,null,10,2003,2003
2003-09-30,2002,Y,Department of Transportation,65.4,1.6,null,null,63.8,2003,2003
2003-09-30,2002,Y,Department of the Treasury,66,3.6,null,null,62.4,2003,2003
2003-09-30,2002,Y,Interest on Treasury securities held by the public,175.4,null,null,null,175.4,2003,2003
2003-09-30,2002,Y,Department of Veterans Affairs,218.4,2.6,null,null,215.8,2003,2003
2003-09-30,2002,Y,U.S. Agency for International Development,8,null,null,null,8,2003,2003
2003-09-30,2002,Y,Environmental Protection Agency,8.2,0.5,null,null,7.7,2003,2003
2003-09-30,2002,Y,Federal Emergency Management Agency,6.2,1.8,null,null,4.4,2003,2003
2003-09-30,2002,Y,General Services Administration,-0.1,0.3,null,null,-0.4,2003,2003
2003-09-30,2002,Y,National Aeronautics and Space Administration,14.7,0.1,null,null,14.6,2003,2003
2003-09-30,2002,Y,National Science Foundation,4.2,null,null,null,4.2,2003,2003
2003-09-30,2002,Y,U.S. Nuclear Regulatory Commission,0.6,0.4,null,null,0.2,2003,2003
2003-09-30,2002,Y,Office of Personnel Management,0.2,null,null,null,0.2,2003,2003
2003-09-30,2002,Y,Small Business Administration,1.3,0.5,null,null,0.8,2003,2003
2003-09-30,2002,Y,Social Security Administration,492.9,0.3,null,null,492.6,2003,2003
2003-09-30,2002,Y,Export-Import Bank of the United States,-1.2,0.3,null,null,-1.5,2003,2003
2003-09-30,2002,Y,Federal Communications Commission,6.8,1.1,null,null,5.7,2003,2003
2003-09-30,2002,Y,Federal Deposit Insurance Corporation,1.8,0.7,null,null,1.1,2003,2003
2003-09-30,2002,Y,National Credit Union Administration,0.2,0.5,null,null,-0.3,2003,2003
2003-09-30,2002,Y,Pension Benefit Guaranty Corporation,12.7,0.9,null,null,11.8,2003,2003
2003-09-30,2002,Y,Railroad Retirement Board,9.3,null,null,null,9.3,2003,2003
2003-09-30,2002,Y,Tennessee Valley Authority,7.9,6.8,null,null,1.1,2003,2003
2003-09-30,2002,Y,United States Postal Service,83.1,66.4,null,null,16.7,2003,2003
2003-09-30,2002,Y,All other entities,22.8,0.8,null,null,22,2003,2003
2003-09-30,2002,Y,Total,2416.3,156.6,null,null,2259.7,2003,2003
2002-09-30,2002,N,Department of Agriculture,80.5,9.6,null,null,70.9,2002,2002
2002-09-30,2002,N,Department of Commerce,7.4,1.2,null,null,6.2,2002,2002
2002-09-30,2002,N,Department of Defense,420.4,13.9,null,null,406.5,2002,2002
2002-09-30,2002,N,Department of Education,49.9,4.8,null,null,45.1,2002,2002
2002-09-30,2002,N,Department of Energy,-3,4.8,null,null,-7.8,2002,2002
2002-09-30,2002,N,Department of Health and Human Services,499.9,27,null,null,472.9,2002,2002
2002-09-30,2002,N,Department of Housing and Urban Development,36.3,2.2,null,null,34.1,2002,2002
2002-09-30,2002,N,Department of the Interior,15,0.7,null,null,14.3,2002,2002
2002-09-30,2002,N,Department of Justice,29.5,2.3,null,null,27.2,2002,2002
2002-09-30,2002,N,Department of Labor,64.7,null,null,null,64.7,2002,2002
2002-09-30,2002,N,Department of State,10.9,0.9,null,null,10,2002,2002
2002-09-30,2002,N,Department of Transportation,65.4,1.6,null,null,63.8,2002,2002
2002-09-30,2002,N,Department of the Treasury,66,3.6,null,null,62.4,2002,2002
2002-09-30,2002,N,Interest on debt held by the public,175.4,null,null,null,175.4,2002,2002
2002-09-30,2002,N,Department of Veterans Affairs,218.4,2.6,null,null,215.8,2002,2002
2002-09-30,2002,N,U.S. Agency for International Development,8,null,null,null,8,2002,2002
2002-09-30,2002,N,Environmental Protection Agency,8.2,0.5,null,null,7.7,2002,2002
2002-09-30,2002,N,Federal Emergency Management Agency,6.2,1.8,null,null,4.4,2002,2002
2002-09-30,2002,N,General Services Administration,-0.1,0.3,null,null,-0.4,2002,2002
2002-09-30,2002,N,National Aeronautics and Space Administration,14.7,0.1,null,null,14.6,2002,2002
2002-09-30,2002,N,National Science Foundation,4.2,null,null,null,4.2,2002,2002
2002-09-30,2002,N,U.S. Nuclear Regulatory Commission,0.6,0.4,null,null,0.2,2002,2002
2002-09-30,2002,N,Office of Personnel Management,0.2,null,null,null,0.2,2002,2002
2002-09-30,2002,N,Small Business Administration,1.3,0.5,null,null,0.8,2002,2002
2002-09-30,2002,N,Social Security Administration,492.9,0.3,null,null,492.6,2002,2002
2002-09-30,2002,N,Export-Import Bank of the United States,-1.2,0.3,null,null,-1.5,2002,2002
2002-09-30,2002,N,Federal Communications Commission,6.8,1.1,null,null,5.7,2002,2002
2002-09-30,2002,N,Federal Deposit Insurance Corporation,1.8,0.7,null,null,1.1,2002,2002
2002-09-30,2002,N,National Credit Union Administration,0.2,0.5,null,null,-0.3,2002,2002
2002-09-30,2002,N,Pension Benefit Guaranty Corporation,12.7,0.9,null,null,11.8,2002,2002
2002-09-30,2002,N,Railroad Retirement Board,9.3,null,null,null,9.3,2002,2002
2002-09-30,2002,N,Tennessee Valley Authority,7.9,6.8,null,null,1.1,2002,2002
2002-09-30,2002,N,United States Postal Service,83.1,66.4,null,null,16.7,2002,2002
2002-09-30,2002,N,All other entities,22.8,0.8,null,null,22,2002,2002
2002-09-30,2002,N,Total,2416.3,156.6,null,null,2259.7,2002,2002
2002-09-30,2001,Y,Department of Agriculture,83.5,11.1,null,null,72.4,2002,2002
2002-09-30,2001,Y,Department of Commerce,7.4,1.2,null,null,6.2,2002,2002
2002-09-30,2001,Y,Department of Defense,776.8,12.6,null,null,764.2,2002,2002
2002-09-30,2001,Y,Department of Education,39.9,4.1,null,null,35.8,2002,2002
2002-09-30,2001,Y,Department of Energy,27,5.2,null,null,21.8,2002,2002
2002-09-30,2001,Y,Department of Health and Human Services,459.2,24.7,null,null,434.5,2002,2002
2002-09-30,2001,Y,Department of Housing and Urban Development,34.5,2.4,null,null,32.1,2002,2002
2002-09-30,2001,Y,Department of the Interior,11.7,0.3,null,null,11.4,2002,2002
2002-09-30,2001,Y,Department of Justice,26.5,2.3,null,null,24.2,2002,2002
2002-09-30,2001,Y,Department of Labor,42.3,null,null,null,42.3,2002,2002
2002-09-30,2001,Y,Department of State,10,1,null,null,9,2002,2002
2002-09-30,2001,Y,Department of Transportation,63.6,0.3,null,null,63.3,2002,2002
2002-09-30,2001,Y,Department of the Treasury,60,4.4,null,null,55.6,2002,2002
2002-09-30,2001,Y,Interest on debt held by the public,217.7,null,null,null,217.7,2002,2002
2002-09-30,2001,Y,Department of Veterans Affairs,196,2.7,null,null,193.3,2002,2002
2002-09-30,2001,Y,U.S. Agency for International Development,7.1,0.1,null,null,7,2002,2002
2002-09-30,2001,Y,Environmental Protection Agency,8.4,0.5,null,null,7.9,2002,2002
2002-09-30,2001,Y,Federal Emergency Management Agency,6.3,1.6,null,null,4.7,2002,2002
2002-09-30,2001,Y,General Services Administration,0.1,0.3,null,null,-0.2,2002,2002
2002-09-30,2001,Y,National Aeronautics and Space Administration,9.2,0.1,null,null,9.1,2002,2002
2002-09-30,2001,Y,National Science Foundation,3.7,null,null,null,3.7,2002,2002
2002-09-30,2001,Y,U.S. Nuclear Regulatory Commission,0.6,0.4,null,null,0.2,2002,2002
2002-09-30,2001,Y,Office of Personnel Management,0.2,null,null,null,0.2,2002,2002
2002-09-30,2001,Y,Small Business Administration,0.8,0.2,null,null,0.6,2002,2002
2002-09-30,2001,Y,Social Security Administration,465.3,0.3,null,null,465,2002,2002
2002-09-30,2001,Y,Export-Import Bank of the United States,0.8,0.3,null,null,0.5,2002,2002
2002-09-30,2001,Y,Federal Communications Commission,14.9,6.7,null,null,8.2,2002,2002
2002-09-30,2001,Y,Federal Deposit Insurance Corporation,3.1,0.5,null,null,2.6,2002,2002
2002-09-30,2001,Y,National Credit Union Administration,0.3,0.4,null,null,-0.1,2002,2002
2002-09-30,2001,Y,Pension Benefit Guaranty Corporation,2.3,0.8,null,null,1.5,2002,2002
2002-09-30,2001,Y,Railroad Retirement Board,9,null,null,null,9,2002,2002
2002-09-30,2001,Y,Tennessee Valley Authority,11.8,6.9,null,null,4.9,2002,2002
2002-09-30,2001,Y,United States Postal Service,86.2,65.6,null,null,20.6,2002,2002
2002-09-30,2001,Y,All other entities,19.6,3,null,null,16.6,2002,2002
2002-09-30,2001,Y,Total,2705.8,160,null,null,2545.8,2002,2002
2001-09-30,2001,N,Department of Agriculture,83.5,11.1,null,null,72.4,2001,2001
2001-09-30,2001,N,Department of Commerce,7.4,1.2,null,null,6.2,2001,2001
2001-09-30,2001,N,Department of Defense,776.8,12.6,null,null,764.2,2001,2001
2001-09-30,2001,N,Department of Education,39.9,4.1,null,null,35.8,2001,2001
2001-09-30,2001,N,Department of Energy,27,5.2,null,null,21.8,2001,2001
2001-09-30,2001,N,Department of Health and Human Services,459.2,24.7,null,null,434.5,2001,2001
2001-09-30,2001,N,Department of Housing and Urban Development,34.5,2.4,null,null,32.1,2001,2001
2001-09-30,2001,N,Department of the Interior,11.7,0.3,null,null,11.4,2001,2001
2001-09-30,2001,N,Department of Justice,26.5,2.3,null,null,24.2,2001,2001
2001-09-30,2001,N,Department of Labor,42.3,null,null,null,42.3,2001,2001
2001-09-30,2001,N,Department of State,10,1,null,null,9,2001,2001
2001-09-30,2001,N,Department of Transportation,63.6,0.3,null,null,63.3,2001,2001
2001-09-30,2001,N,Department of the Treasury,60,4.4,null,null,55.6,2001,2001
2001-09-30,2001,N,Interest on debt held by the public,217.7,null,null,null,217.7,2001,2001
2001-09-30,2001,N,Department of Veteran Affairs,196,2.7,null,null,193.3,2001,2001
2001-09-30,2001,N,Agency for International Development,7.1,0.1,null,null,7,2001,2001
2001-09-30,2001,N,Environmental Protection Agency,8.4,0.5,null,null,7.9,2001,2001
2001-09-30,2001,N,Federal Emergency Management Agency,6.3,1.6,null,null,4.7,2001,2001
2001-09-30,2001,N,General Services Administration,0.1,0.3,null,null,-0.2,2001,2001
2001-09-30,2001,N,National Aeronautics and Space Administration,9.2,0.1,null,null,9.1,2001,2001
2001-09-30,2001,N,National Science Foundation,3.7,null,null,null,3.7,2001,2001
2001-09-30,2001,N,U.S. Nuclear Regulatory Commission,0.6,0.4,null,null,0.2,2001,2001
2001-09-30,2001,N,Office of Personnel Management,0.2,null,null,null,0.2,2001,2001
2001-09-30,2001,N,Small Business Administration,0.8,0.2,null,null,0.6,2001,2001
2001-09-30,2001,N,Social Security Administration,465.3,0.3,null,null,465,2001,2001
2001-09-30,2001,N,Export-Import Bank of the United States,0.8,0.3,null,null,0.5,2001,2001
2001-09-30,2001,N,Federal Communications Commission,14.9,6.7,null,null,8.2,2001,2001
2001-09-30,2001,N,Federal Deposit Insurance Corporation,3.1,0.5,null,null,2.6,2001,2001
2001-09-30,2001,N,National Credit Union Administration,0.3,0.4,null,null,-0.1,2001,2001
2001-09-30,2001,N,Pension Benefit Guaranty Corporation,2.3,0.8,null,null,1.5,2001,2001
2001-09-30,2001,N,Railroad Retirement Board,9,null,null,null,9,2001,2001
2001-09-30,2001,N,Tennessee Valley Authority,11.8,6.9,null,null,4.9,2001,2001
2001-09-30,2001,N,United States Postal Service,86.2,65.6,null,null,20.6,2001,2001
2001-09-30,2001,N,All other entities,19.6,3,null,null,16.6,2001,2001
2001-09-30,2001,N,Total,2705.8,160,null,null,2545.8,2001,2001
2001-09-30,2000,Y,Department of Agriculture,81.8,9,null,null,72.8,2001,2001
2001-09-30,2000,Y,Department of Commerce,11,1.1,null,null,9.9,2001,2001
2001-09-30,2000,Y,Department of Defense,393.5,11.3,null,null,382.2,2001,2001
2001-09-30,2000,Y,Department of Education,32.9,3.3,null,null,29.6,2001,2001
2001-09-30,2000,Y,Department of Energy,28.9,4.7,null,null,24.2,2001,2001
2001-09-30,2000,Y,Department of Health and Human Services,410.2,23,null,null,387.2,2001,2001
2001-09-30,2000,Y,Department of Housing and Urban Development,36.5,3.1,null,null,33.4,2001,2001
2001-09-30,2000,Y,Department of the Interior,13.3,2.9,null,null,10.4,2001,2001
2001-09-30,2000,Y,Department of Justice,27,1.9,null,null,25.1,2001,2001
2001-09-30,2000,Y,Department of Labor,32.8,1.2,null,null,31.6,2001,2001
2001-09-30,2000,Y,Department of State,9.4,0.5,null,null,8.9,2001,2001
2001-09-30,2000,Y,Department of Transportation,48.9,0.2,null,null,48.7,2001,2001
2001-09-30,2000,Y,Department of the Treasury,65.4,6.3,null,null,59.1,2001,2001
2001-09-30,2000,Y,Interest on debt held by the public,230.2,null,null,null,230.2,2001,2001
2001-09-30,2000,Y,Department of Veteran Affairs,118.6,2.2,null,null,116.4,2001,2001
2001-09-30,2000,Y,Agency for International Development,6.9,null,null,null,6.9,2001,2001
2001-09-30,2000,Y,Environmental Protection Agency,8.3,0.3,null,null,8,2001,2001
2001-09-30,2000,Y,Federal Emergency Management Agency,4.7,1.6,null,null,3.1,2001,2001
2001-09-30,2000,Y,General Services Administration,0.3,0.3,null,null,null,2001,2001
2001-09-30,2000,Y,National Aeronautics and Space Administration,11.7,0.1,null,null,11.6,2001,2001
2001-09-30,2000,Y,National Science Foundation,3.5,null,null,null,3.5,2001,2001
2001-09-30,2000,Y,U.S. Nuclear Regulatory Commission,0.6,0.4,null,null,0.2,2001,2001
2001-09-30,2000,Y,Office of Personnel Management,0.2,null,null,null,0.2,2001,2001
2001-09-30,2000,Y,Small Business Administration,0.9,0.3,null,null,0.6,2001,2001
2001-09-30,2000,Y,Social Security Administration,448.7,3.9,null,null,444.8,2001,2001
2001-09-30,2000,Y,Export-Import Bank of the United States,1.1,1.2,null,null,-0.1,2001,2001
2001-09-30,2000,Y,Federal Communications Commission,1.4,5.7,null,null,-4.3,2001,2001
2001-09-30,2000,Y,Federal Deposit Insurance Corporation,1.4,-0.5,null,null,1.9,2001,2001
2001-09-30,2000,Y,National Credit Union Administration,0.3,0.1,null,null,0.2,2001,2001
2001-09-30,2000,Y,Pension Benefit Guaranty Corporation,0.6,0.8,null,null,-0.2,2001,2001
2001-09-30,2000,Y,Railroad Retirement Board,9,null,null,null,9,2001,2001
2001-09-30,2000,Y,Tennessee Valley Authority,7.6,6.7,null,null,0.9,2001,2001
2001-09-30,2000,Y,United States Postal Service,92,64.5,null,null,27.5,2001,2001
2001-09-30,2000,Y,All other entities,17.7,0.8,null,null,16.9,2001,2001
2001-09-30,2000,Y,Total,2157.3,156.9,null,null,2000.4,2001,2001
